"rok_rejestracji","marka","model","ilosc_zarejestrowanych_modeli","ilosc_nowych_modeli","procent_nowych_modeli","ilosc_zarejestrowanych_marka","ilosc_nowych_marka","procent_nowych_marka"
"2019-01-01","SHL","125","1","0","0","1","0","0"
"2019-05-02","SIMPA","TITANE","1","0","0","1","0","0"
"2019-01-02","SKODA","SUPERB","6","0","0","50","4","8"
"2019-01-02","SKODA","KAROQ","2","1","50","50","4","8"
"2019-01-02","SKODA","OCTAVIA 1.6 GLX","1","0","0","50","4","8"
"2019-01-02","SKODA","OCTAVIA","19","0","0","50","4","8"
"2019-01-02","SKODA","FABIA","9","1","11","50","4","8"
"2019-01-02","SKODA","FABIA 1.4 KAT","1","0","0","50","4","8"
"2019-01-02","SKODA","CITIGO","2","0","0","50","4","8"
"2019-01-02","SKODA","KODIAQ","3","0","0","50","4","8"
"2019-01-02","SKODA","RAPID","7","2","29","50","4","8"
"2019-02-01","SKODA","OCTAVIA","16","0","0","46","7","15"
"2019-02-01","SKODA","KAROQ","2","0","0","46","7","15"
"2019-02-01","SKODA","YETI","1","0","0","46","7","15"
"2019-02-01","SKODA","CITIGO","1","0","0","46","7","15"
"2019-02-01","SKODA","SUPERB","9","0","0","46","7","15"
"2019-02-01","SKODA","KODIAQ","3","1","33","46","7","15"
"2019-02-01","SKODA","FABIA","9","5","56","46","7","15"
"2019-02-01","SKODA","RAPID","5","1","20","46","7","15"
"2019-03-01","SKODA","KODIAQ","2","0","0","41","5","12"
"2019-03-01","SKODA","OCTAVIA","8","2","25","41","5","12"
"2019-03-01","SKODA","OCTAVIA 1.9","1","0","0","41","5","12"
"2019-03-01","SKODA","FABIA","13","2","15","41","5","12"
"2019-03-01","SKODA","CITIGO","1","0","0","41","5","12"
"2019-03-01","SKODA","KAROQ","1","0","0","41","5","12"
"2019-03-01","SKODA","ROOMSTER 1.9 TDI","1","0","0","41","5","12"
"2019-03-01","SKODA","RAPID","3","1","33","41","5","12"
"2019-03-01","SKODA","FABIA COMBI","1","0","0","41","5","12"
"2019-03-01","SKODA","SUPERB","10","0","0","41","5","12"
"2019-04-01","SKODA","YETI","1","0","0","39","11","28"
"2019-04-01","SKODA","OCTAVIA","17","3","18","39","11","28"
"2019-04-01","SKODA","ROOMSTER","1","0","0","39","11","28"
"2019-04-01","SKODA","RAPID","3","3","100","39","11","28"
"2019-04-01","SKODA","FABIA","7","3","43","39","11","28"
"2019-04-01","SKODA","SUPERB","4","0","0","39","11","28"
"2019-04-01","SKODA","KAROQ","1","1","100","39","11","28"
"2019-04-01","SKODA","KODIAQ","4","1","25","39","11","28"
"2019-04-01","SKODA","FABIA 1.2","1","0","0","39","11","28"
"2019-05-02","SKODA","OCTAVIA","11","0","0","43","8","19"
"2019-05-02","SKODA","ROOMSTER","3","0","0","43","8","19"
"2019-05-02","SKODA","KAROQ","1","1","100","43","8","19"
"2019-05-02","SKODA","KODIAQ","2","0","0","43","8","19"
"2019-05-02","SKODA","OCTAVIA RS","1","0","0","43","8","19"
"2019-05-02","SKODA","SCALA","2","1","50","43","8","19"
"2019-05-02","SKODA","FABIA","14","5","36","43","8","19"
"2019-05-02","SKODA","RAPID","3","1","33","43","8","19"
"2019-05-02","SKODA","OCTAVIA 1.6 TDI","1","0","0","43","8","19"
"2019-05-02","SKODA","SUPERB","5","0","0","43","8","19"
"2019-05-06","SKODA","OCTAVIA","1","1","100","3","1","33"
"2019-05-06","SKODA","CITIGO","1","0","0","3","1","33"
"2019-05-06","SKODA","SUPERB","1","0","0","3","1","33"
"2019-06-03","SKODA","SUPERB","6","2","33","33","4","12"
"2019-06-03","SKODA","KODIAQ","1","0","0","33","4","12"
"2019-06-03","SKODA","OCTAVIA","14","0","0","33","4","12"
"2019-06-03","SKODA","YETI","1","0","0","33","4","12"
"2019-06-03","SKODA","CITIGO","1","1","100","33","4","12"
"2019-06-03","SKODA","FABIA","4","1","25","33","4","12"
"2019-06-03","SKODA","RAPID","5","0","0","33","4","12"
"2019-06-03","SKODA","ROOMSTER","1","0","0","33","4","12"
"2019-07-01","SKODA","ROOMSTER","2","0","0","60","9","15"
"2019-07-01","SKODA","CITIGO","3","1","33","60","9","15"
"2019-07-01","SKODA","OCTAVIA 2.0 TDI","1","0","0","60","9","15"
"2019-07-01","SKODA","KODIAQ","1","0","0","60","9","15"
"2019-07-01","SKODA","KAROQ","3","1","33","60","9","15"
"2019-07-01","SKODA","SCALA","1","0","0","60","9","15"
"2019-07-01","SKODA","RAPID","3","1","33","60","9","15"
"2019-07-01","SKODA","SUPERB","7","0","0","60","9","15"
"2019-07-01","SKODA","OCTAVIA 1.4 TSI AMBITION","1","0","0","60","9","15"
"2019-07-01","SKODA","OCTAVIA","25","3","12","60","9","15"
"2019-07-01","SKODA","OCTAVIA COMBI","1","0","0","60","9","15"
"2019-07-01","SKODA","FABIA","12","3","25","60","9","15"
"2019-08-01","SKODA","SUPERB","8","1","12","45","15","33"
"2019-08-01","SKODA","KAROQ","4","2","50","45","15","33"
"2019-08-01","SKODA","FABIA","6","1","17","45","15","33"
"2019-08-01","SKODA","KODIAQ","5","2","40","45","15","33"
"2019-08-01","SKODA","SCALA","1","1","100","45","15","33"
"2019-08-01","SKODA","OCTAVIA","17","7","41","45","15","33"
"2019-08-01","SKODA","RAPID","2","0","0","45","15","33"
"2019-08-01","SKODA","CITIGO","2","1","50","45","15","33"
"2019-09-02","SKODA","FABIA","2","0","0","39","8","21"
"2019-09-02","SKODA","OCTAVIA","17","1","6","39","8","21"
"2019-09-02","SKODA","KODIAQ","1","1","100","39","8","21"
"2019-09-02","SKODA","SCALA","3","3","100","39","8","21"
"2019-09-02","SKODA","OCTAVIA 2.0 TDI","1","0","0","39","8","21"
"2019-09-02","SKODA","CITIGO","1","0","0","39","8","21"
"2019-09-02","SKODA","SUPERB 2.0 TDI","1","0","0","39","8","21"
"2019-09-02","SKODA","KAROQ","2","1","50","39","8","21"
"2019-09-02","SKODA","ROOMSTER","1","0","0","39","8","21"
"2019-09-02","SKODA","SUPERB","10","2","20","39","8","21"
"2019-10-01","SKODA","SUPERB","8","2","25","55","12","22"
"2019-10-01","SKODA","KODIAQ","2","0","0","55","12","22"
"2019-10-01","SKODA","SCALA","3","1","33","55","12","22"
"2019-10-01","SKODA","OCTAVIA","22","3","14","55","12","22"
"2019-10-01","SKODA","KAROQ","5","4","80","55","12","22"
"2019-10-01","SKODA","RAPID","2","0","0","55","12","22"
"2019-10-01","SKODA","OCTAVIA COMBI","2","0","0","55","12","22"
"2019-10-01","SKODA","FABIA","10","1","10","55","12","22"
"2019-10-01","SKODA","KAMIQ","1","1","100","55","12","22"
"2019-11-02","SKODA","OCTAVIA","1","0","0","2","1","50"
"2019-11-02","SKODA","FABIA","1","1","100","2","1","50"
"2019-11-04","SKODA","SUPERB","7","2","29","56","15","27"
"2019-11-04","SKODA","SCALA","6","3","50","56","15","27"
"2019-11-04","SKODA","KAROQ","2","1","50","56","15","27"
"2019-11-04","SKODA","ROOMSTER","1","0","0","56","15","27"
"2019-11-04","SKODA","FABIA","13","2","15","56","15","27"
"2019-11-04","SKODA","KODIAQ","4","2","50","56","15","27"
"2019-11-04","SKODA","RAPID","2","1","50","56","15","27"
"2019-11-04","SKODA","OCTAVIA","20","4","20","56","15","27"
"2019-11-04","SKODA","OCTAVIA COMBI","1","0","0","56","15","27"
"2019-12-02","SKODA","KAROQ","7","4","57","74","27","36"
"2019-12-02","SKODA","KODIAQ","10","4","40","74","27","36"
"2019-12-02","SKODA","OCTAVIA","13","2","15","74","27","36"
"2019-12-02","SKODA","KAMIQ","9","7","78","74","27","36"
"2019-12-02","SKODA","ROOMSTER","2","0","0","74","27","36"
"2019-12-02","SKODA","FABIA COMBI","1","0","0","74","27","36"
"2019-12-02","SKODA","CITIGO","1","0","0","74","27","36"
"2019-12-02","SKODA","SCALA","6","2","33","74","27","36"
"2019-12-02","SKODA","FABIA","18","5","28","74","27","36"
"2019-12-02","SKODA","SUPERB","4","3","75","74","27","36"
"2019-12-02","SKODA","FABIA VAN","1","0","0","74","27","36"
"2019-12-02","SKODA","PRAKTIK","1","0","0","74","27","36"
"2019-12-02","SKODA","YETI","1","0","0","74","27","36"
"2019-01-02","SMART","MC 01","1","0","0","1","0","0"
"2019-02-01","SMART","FORFOUR","1","0","0","1","0","0"
"2019-03-01","SMART","FORTWO","1","0","0","1","0","0"
"2019-04-01","SMART","FORTWO","1","0","0","3","0","0"
"2019-04-01","SMART","FORFOUR","2","0","0","3","0","0"
"2019-07-01","SMART","FORTWO COUPE","1","0","0","1","0","0"
"2019-08-01","SMART","FORFOUR","2","0","0","2","0","0"
"2019-10-01","SMART","FORFOUR","2","0","0","2","0","0"
"2019-11-04","SMART","SMART","1","0","0","4","0","0"
"2019-11-04","SMART","FORTWO COUPE MHD","1","0","0","4","0","0"
"2019-11-04","SMART","FORTWO","2","0","0","4","0","0"
"2019-12-02","SMART","FORFOUR 1.1","1","0","0","1","0","0"
"2019-06-03","SOLARIS","URBINO 12","1","0","0","1","0","0"
"2019-07-01","SOLARIS","URBINO 12","1","1","100","2","2","100"
"2019-07-01","SOLARIS","URBINO 18","1","1","100","2","2","100"
"2019-02-01","SPIERINGS","SK365","1","0","0","1","0","0"
"2019-04-01","SSANGYONG","KORANDO","1","0","0","1","0","0"
"2019-05-02","SSANGYONG","KYRON","1","0","0","1","0","0"
"2019-08-01","SSANGYONG","KYRON","1","0","0","2","0","0"
"2019-08-01","SSANGYONG","KORANDO","1","0","0","2","0","0"
"2019-10-01","SSANGYONG","TIVOLI","1","0","0","1","0","0"
"2019-11-04","SSANGYONG","TIVOLI","1","0","0","1","0","0"
"2019-04-01","STEYR","KOMPAKT 4085","1","1","100","1","1","100"
"2019-07-01","STEYR","13S18","1","0","0","1","0","0"
"2019-10-01","STEYR","4110 MULTI ET","1","1","100","1","1","100"
"2019-12-02","STEYR","8120","1","0","0","1","0","0"
"2019-01-02","SUBARU","XV","1","0","0","5","0","0"
"2019-01-02","SUBARU","LEVORG","1","0","0","5","0","0"
"2019-01-02","SUBARU","LEGACY 2.0 AWD","1","0","0","5","0","0"
"2019-01-02","SUBARU","FORESTER","1","0","0","5","0","0"
"2019-01-02","SUBARU","FORESTER 2.0 T 4WD","1","0","0","5","0","0"
"2019-02-01","SUBARU","OUTBACK","2","1","50","6","1","17"
"2019-02-01","SUBARU","LEGACY","1","0","0","6","1","17"
"2019-02-01","SUBARU","JUSTY","1","0","0","6","1","17"
"2019-02-01","SUBARU","FORESTER","2","0","0","6","1","17"
"2019-03-01","SUBARU","FORESTER","2","0","0","2","0","0"
"2019-04-01","SUBARU","OUTBACK","1","1","100","1","1","100"
"2019-05-02","SUBARU","IMPREZA","1","0","0","1","0","0"
"2019-06-01","SUBARU","IMPREZA","1","0","0","1","0","0"
"2019-06-03","SUBARU","IMPREZA","1","0","0","3","0","0"
"2019-06-03","SUBARU","FORESTER","1","0","0","3","0","0"
"2019-06-03","SUBARU","XV","1","0","0","3","0","0"
"2019-08-01","SUBARU","OUTBACK","1","0","0","1","0","0"
"2019-09-02","SUBARU","CROSSTREK","1","0","0","1","0","0"
"2019-11-04","SUBARU","FORESTER","1","0","0","4","0","0"
"2019-11-04","SUBARU","LEGACY 2.0 AWD","2","0","0","4","0","0"
"2019-11-04","SUBARU","XV","1","0","0","4","0","0"
"2019-12-02","SUBARU","OUTBACK","2","0","0","6","0","0"
"2019-12-02","SUBARU","JUSTY","1","0","0","6","0","0"
"2019-12-02","SUBARU","FORESTER","2","0","0","6","0","0"
"2019-12-02","SUBARU","LEGACY","1","0","0","6","0","0"
"2019-01-02","SUZUKI","NULL","2","0","0","12","1","8"
"2019-01-02","SUZUKI","IGNIS","1","0","0","12","1","8"
"2019-01-02","SUZUKI","GRAND VITARA","2","0","0","12","1","8"
"2019-01-02","SUZUKI","SWIFT","4","0","0","12","1","8"
"2019-01-02","SUZUKI","VITARA","2","1","50","12","1","8"
"2019-01-02","SUZUKI","LTA 750","1","0","0","12","1","8"
"2019-02-01","SUZUKI","CELERIO","1","0","0","21","1","5"
"2019-02-01","SUZUKI","GN125","1","0","0","21","1","5"
"2019-02-01","SUZUKI","GSF650","1","0","0","21","1","5"
"2019-02-01","SUZUKI","NULL","1","0","0","21","1","5"
"2019-02-01","SUZUKI","SWIFT","3","0","0","21","1","5"
"2019-02-01","SUZUKI","SX4","3","1","33","21","1","5"
"2019-02-01","SUZUKI","IGNIS","1","0","0","21","1","5"
"2019-02-01","SUZUKI","SANTANA","1","0","0","21","1","5"
"2019-02-01","SUZUKI","UC125","1","0","0","21","1","5"
"2019-02-01","SUZUKI","VITARA","1","0","0","21","1","5"
"2019-02-01","SUZUKI","---","1","0","0","21","1","5"
"2019-02-01","SUZUKI","JIMNY","2","0","0","21","1","5"
"2019-02-01","SUZUKI","GRAND VITARA","4","0","0","21","1","5"
"2019-03-01","SUZUKI","VITARA","1","1","100","14","2","14"
"2019-03-01","SUZUKI","GRAND VITARA","3","0","0","14","2","14"
"2019-03-01","SUZUKI","GRAND VITARA 2.0","1","0","0","14","2","14"
"2019-03-01","SUZUKI","GS 500","1","0","0","14","2","14"
"2019-03-01","SUZUKI","GSF 600","1","0","0","14","2","14"
"2019-03-01","SUZUKI","IGNIS","1","0","0","14","2","14"
"2019-03-01","SUZUKI","GS 850G","1","0","0","14","2","14"
"2019-03-01","SUZUKI","JIMNY","1","1","100","14","2","14"
"2019-03-01","SUZUKI","SWIFT","3","0","0","14","2","14"
"2019-03-01","SUZUKI","GSF1250","1","0","0","14","2","14"
"2019-04-01","SUZUKI","BALENO","1","0","0","17","1","6"
"2019-04-01","SUZUKI","DL 650 V-STROM","1","0","0","17","1","6"
"2019-04-01","SUZUKI","VITARA","1","0","0","17","1","6"
"2019-04-01","SUZUKI","GSR600","1","0","0","17","1","6"
"2019-04-01","SUZUKI","SWIFT","4","1","25","17","1","6"
"2019-04-01","SUZUKI","GS 500E","1","0","0","17","1","6"
"2019-04-01","SUZUKI","UH125","1","0","0","17","1","6"
"2019-04-01","SUZUKI","BURGMAN 400","2","0","0","17","1","6"
"2019-04-01","SUZUKI","GW250","1","0","0","17","1","6"
"2019-04-01","SUZUKI","GSX-R600","1","0","0","17","1","6"
"2019-04-01","SUZUKI","ALTO","2","0","0","17","1","6"
"2019-04-01","SUZUKI","DL650","1","0","0","17","1","6"
"2019-05-02","SUZUKI","BANDIT","1","0","0","30","0","0"
"2019-05-02","SUZUKI","SV650 AL8","1","0","0","30","0","0"
"2019-05-02","SUZUKI","VITARA","3","0","0","30","0","0"
"2019-05-02","SUZUKI","GS","1","0","0","30","0","0"
"2019-05-02","SUZUKI","WAGON R","1","0","0","30","0","0"
"2019-05-02","SUZUKI","GS 500 E","1","0","0","30","0","0"
"2019-05-02","SUZUKI","BURGMAN AN 400","1","0","0","30","0","0"
"2019-05-02","SUZUKI","GSX1250FA","1","0","0","30","0","0"
"2019-05-02","SUZUKI","INTRUDER LC","1","0","0","30","0","0"
"2019-05-02","SUZUKI","VL 125 INTRUDER","1","0","0","30","0","0"
"2019-05-02","SUZUKI","GS 500","1","0","0","30","0","0"
"2019-05-02","SUZUKI","GSX 650 F","1","0","0","30","0","0"
"2019-05-02","SUZUKI","DL650 V STROM","1","0","0","30","0","0"
"2019-05-02","SUZUKI","NULL","3","0","0","30","0","0"
"2019-05-02","SUZUKI","---","1","0","0","30","0","0"
"2019-05-02","SUZUKI","JIMNY","2","0","0","30","0","0"
"2019-05-02","SUZUKI","VS 800 GLP","1","0","0","30","0","0"
"2019-05-02","SUZUKI","SWIFT","2","0","0","30","0","0"
"2019-05-02","SUZUKI","AN400","1","0","0","30","0","0"
"2019-05-02","SUZUKI","GRAND VITARA","2","0","0","30","0","0"
"2019-05-02","SUZUKI","SPLASH","1","0","0","30","0","0"
"2019-05-02","SUZUKI","DL650A","1","0","0","30","0","0"
"2019-05-02","SUZUKI","VZ 800","1","0","0","30","0","0"
"2019-05-06","SUZUKI","GRAND VITARA","1","0","0","1","0","0"
"2019-06-01","SUZUKI","SFV650","1","0","0","3","1","33"
"2019-06-01","SUZUKI","BALENO","1","1","100","3","1","33"
"2019-06-01","SUZUKI","GSX-R 750","1","0","0","3","1","33"
"2019-06-03","SUZUKI","SX4","3","0","0","23","3","13"
"2019-06-03","SUZUKI","NULL","1","0","0","23","3","13"
"2019-06-03","SUZUKI","IGNIS","1","0","0","23","3","13"
"2019-06-03","SUZUKI","GN125","1","0","0","23","3","13"
"2019-06-03","SUZUKI","DL 1000","1","0","0","23","3","13"
"2019-06-03","SUZUKI","SWIFT","6","1","17","23","3","13"
"2019-06-03","SUZUKI","VITARA","5","0","0","23","3","13"
"2019-06-03","SUZUKI","GSR600A","1","0","0","23","3","13"
"2019-06-03","SUZUKI","BALENO","1","1","100","23","3","13"
"2019-06-03","SUZUKI","GSX 750 F","1","0","0","23","3","13"
"2019-06-03","SUZUKI","WAGON","1","0","0","23","3","13"
"2019-06-03","SUZUKI","DL1000","1","1","100","23","3","13"
"2019-07-01","SUZUKI","JIMNY","1","0","0","18","7","39"
"2019-07-01","SUZUKI","BALENO","3","2","67","18","7","39"
"2019-07-01","SUZUKI","SWIFT","1","1","100","18","7","39"
"2019-07-01","SUZUKI","IGNIS","2","1","50","18","7","39"
"2019-07-01","SUZUKI","SX4","1","1","100","18","7","39"
"2019-07-01","SUZUKI","CELERIO","1","1","100","18","7","39"
"2019-07-01","SUZUKI","NULL","2","0","0","18","7","39"
"2019-07-01","SUZUKI","SPLASH","1","0","0","18","7","39"
"2019-07-01","SUZUKI","GRAND VITARA","1","0","0","18","7","39"
"2019-07-01","SUZUKI","LIANA","1","0","0","18","7","39"
"2019-07-01","SUZUKI","WAGON R","1","0","0","18","7","39"
"2019-07-01","SUZUKI","XF 650 FREEWIND","1","0","0","18","7","39"
"2019-07-01","SUZUKI","VITARA","1","1","100","18","7","39"
"2019-07-01","SUZUKI","GSF 1200S BANDIT","1","0","0","18","7","39"
"2019-08-01","SUZUKI","LTA","1","0","0","16","5","31"
"2019-08-01","SUZUKI","AN 650","1","0","0","16","5","31"
"2019-08-01","SUZUKI","GSF 1200S BANDIT","1","0","0","16","5","31"
"2019-08-01","SUZUKI","VITARA","3","2","67","16","5","31"
"2019-08-01","SUZUKI","LIANA","1","0","0","16","5","31"
"2019-08-01","SUZUKI","CELERIO","1","0","0","16","5","31"
"2019-08-01","SUZUKI","GSF 600 BANDIT","1","0","0","16","5","31"
"2019-08-01","SUZUKI","BALENO","1","1","100","16","5","31"
"2019-08-01","SUZUKI","SX4","1","0","0","16","5","31"
"2019-08-01","SUZUKI","SWIFT","2","2","100","16","5","31"
"2019-08-01","SUZUKI","GS 450","1","0","0","16","5","31"
"2019-08-01","SUZUKI","GRAND VITARA","2","0","0","16","5","31"
"2019-09-02","SUZUKI","GSF 600","1","0","0","17","0","0"
"2019-09-02","SUZUKI","JIMNY","1","0","0","17","0","0"
"2019-09-02","SUZUKI","BURGMAN","1","0","0","17","0","0"
"2019-09-02","SUZUKI","VITARA 1.6 KAT","1","0","0","17","0","0"
"2019-09-02","SUZUKI","GRAND VITARA","3","0","0","17","0","0"
"2019-09-02","SUZUKI","SX4","1","0","0","17","0","0"
"2019-09-02","SUZUKI","VL125","1","0","0","17","0","0"
"2019-09-02","SUZUKI","GSX600 F","1","0","0","17","0","0"
"2019-09-02","SUZUKI","IGNIS","2","0","0","17","0","0"
"2019-09-02","SUZUKI","NULL","1","0","0","17","0","0"
"2019-09-02","SUZUKI","VITARA","2","0","0","17","0","0"
"2019-09-02","SUZUKI","SWIFT","1","0","0","17","0","0"
"2019-09-02","SUZUKI","DR125SE","1","0","0","17","0","0"
"2019-10-01","SUZUKI","VL 800","1","0","0","15","1","7"
"2019-10-01","SUZUKI","GRAND VITARA XL-7","1","0","0","15","1","7"
"2019-10-01","SUZUKI","IGNIS","3","0","0","15","1","7"
"2019-10-01","SUZUKI","SX4","1","0","0","15","1","7"
"2019-10-01","SUZUKI","SWIFT","3","0","0","15","1","7"
"2019-10-01","SUZUKI","NULL","1","0","0","15","1","7"
"2019-10-01","SUZUKI","VITARA","2","1","50","15","1","7"
"2019-10-01","SUZUKI","GSXR 750","1","0","0","15","1","7"
"2019-10-01","SUZUKI","SPLASH","1","0","0","15","1","7"
"2019-10-01","SUZUKI","GM51B","1","0","0","15","1","7"
"2019-11-04","SUZUKI","VITARA","3","2","67","18","4","22"
"2019-11-04","SUZUKI","SPLASH","3","0","0","18","4","22"
"2019-11-04","SUZUKI","SX4","7","2","29","18","4","22"
"2019-11-04","SUZUKI","ALTO","1","0","0","18","4","22"
"2019-11-04","SUZUKI","GSF 600","1","0","0","18","4","22"
"2019-11-04","SUZUKI","DL1000","1","0","0","18","4","22"
"2019-11-04","SUZUKI","SX4 1.6","1","0","0","18","4","22"
"2019-11-04","SUZUKI","GRAND VITARA","1","0","0","18","4","22"
"2019-12-02","SUZUKI","SX4","2","1","50","9","2","22"
"2019-12-02","SUZUKI","SX4 1.6","1","0","0","9","2","22"
"2019-12-02","SUZUKI","GRAND VITARA","1","0","0","9","2","22"
"2019-12-02","SUZUKI","VITARA","2","0","0","9","2","22"
"2019-12-02","SUZUKI","BALENO","1","1","100","9","2","22"
"2019-12-02","SUZUKI","SWIFT","2","0","0","9","2","22"
"2019-06-03","SWM","RS300R","2","1","50","2","1","50"
"2019-03-01","SYM","ORBIT","1","0","0","1","0","0"
"2019-04-01","SYM","LM25","1","0","0","1","0","0"
"2019-05-02","SYM","FIDDLE II","1","0","0","1","0","0"
"2019-08-01","SYM","---","1","1","100","1","1","100"
"2019-09-02","SYM","JET50","1","0","0","2","0","0"
"2019-09-02","SYM","SYMPHONY SR","1","0","0","2","0","0"
"2019-11-04","SYM","G5J","1","0","0","1","0","0"
"2019-12-02","SYM","---","1","0","0","1","0","0"
"2019-02-01","TAOTAO","CY50T-8","1","1","100","2","2","100"
"2019-02-01","TAOTAO","---","1","1","100","2","2","100"
"2019-06-03","TAOTAO","CY50T-6","1","1","100","3","3","100"
"2019-06-03","TAOTAO","CY50T-8","2","2","100","3","3","100"
"2019-07-01","TAOTAO","CY50T-8","1","0","0","1","0","0"
"2019-09-02","TAOTAO","CY50T-8","1","1","100","1","1","100"
"2019-11-04","TAOTAO","CY50T-6","1","1","100","1","1","100"
"2019-03-01","TASSO","BINGO","1","1","100","1","1","100"
"2019-02-01","TELL","LOGIK 125","1","0","0","1","0","0"
"2019-04-01","TEMSA","SAFARI","1","0","0","1","0","0"
"2019-01-02","TGB","---","1","1","100","1","1","100"
"2019-03-01","TGB","---","1","0","0","2","0","0"
"2019-03-01","TGB","X-MOTION","1","0","0","2","0","0"
"2019-08-01","TGB","BR1","1","0","0","1","0","0"
"2019-11-04","TGB","---","2","1","50","2","1","50"
"2019-06-03","TIANDA","CRUISER","1","1","100","1","1","100"
"2019-11-04","TOMOS","---","1","0","0","1","0","0"
"2019-04-01","TORQ","BLIZZARD","1","1","100","5","4","80"
"2019-04-01","TORQ","FORMAX","1","1","100","5","4","80"
"2019-04-01","TORQ","VIVO","3","2","67","5","4","80"
"2019-05-02","TORQ","FORMAX","1","1","100","2","2","100"
"2019-05-02","TORQ","F31 125","1","1","100","2","2","100"
"2019-05-06","TORQ","FORMAX","1","1","100","1","1","100"
"2019-06-03","TORQ","GW50Q-1","1","1","100","2","2","100"
"2019-06-03","TORQ","FORMAX","1","1","100","2","2","100"
"2019-08-01","TORQ","FORMAX","1","1","100","1","1","100"
"2019-09-02","TORQ","ZN125T-Y","2","2","100","2","2","100"
"2019-10-01","TORQ","ZN125T-34","1","1","100","2","2","100"
"2019-10-01","TORQ","ZN125T-Y","1","1","100","2","2","100"
"2019-11-04","TORQ","BLIZZARD","1","1","100","1","1","100"
"2019-01-01","TOYOTA","COROLLA","1","0","0","3","0","0"
"2019-01-01","TOYOTA","VERSO","1","0","0","3","0","0"
"2019-01-01","TOYOTA","RAV4","1","0","0","3","0","0"
"2019-01-02","TOYOTA","AVENSIS","5","0","0","80","19","24"
"2019-01-02","TOYOTA","AURIS","4","1","25","80","19","24"
"2019-01-02","TOYOTA","RAV-4","1","0","0","80","19","24"
"2019-01-02","TOYOTA","CELICA","1","0","0","80","19","24"
"2019-01-02","TOYOTA","PRIUS","3","0","0","80","19","24"
"2019-01-02","TOYOTA","LAND CRUISER","1","0","0","80","19","24"
"2019-01-02","TOYOTA","COROLLA VERSO","1","0","0","80","19","24"
"2019-01-02","TOYOTA","AYGO","5","2","40","80","19","24"
"2019-01-02","TOYOTA","TOYOTA YARIS","3","1","33","80","19","24"
"2019-01-02","TOYOTA","C-HR","6","1","17","80","19","24"
"2019-01-02","TOYOTA","YARIS HYBRID","1","0","0","80","19","24"
"2019-01-02","TOYOTA","PROACE","2","0","0","80","19","24"
"2019-01-02","TOYOTA","AVENSIS VERSO 2.0 D-4D","1","0","0","80","19","24"
"2019-01-02","TOYOTA","TOYOTA C-HR","1","0","0","80","19","24"
"2019-01-02","TOYOTA","YARIS","19","6","32","80","19","24"
"2019-01-02","TOYOTA","COROLLA","9","2","22","80","19","24"
"2019-01-02","TOYOTA","TOYOTA YARIS HYBRID","2","2","100","80","19","24"
"2019-01-02","TOYOTA","VERSO","1","0","0","80","19","24"
"2019-01-02","TOYOTA","HILUX","2","1","50","80","19","24"
"2019-01-02","TOYOTA","RAV4","11","2","18","80","19","24"
"2019-01-02","TOYOTA","TOYOTA AYGO","1","1","100","80","19","24"
"2019-02-01","TOYOTA","PRIUS","2","0","0","66","12","18"
"2019-02-01","TOYOTA","RAV4","6","0","0","66","12","18"
"2019-02-01","TOYOTA","C-HR","8","3","38","66","12","18"
"2019-02-01","TOYOTA","AVENSIS","6","0","0","66","12","18"
"2019-02-01","TOYOTA","CAMRY","1","0","0","66","12","18"
"2019-02-01","TOYOTA","AYGO","4","0","0","66","12","18"
"2019-02-01","TOYOTA","AVENSIS VERSO","1","0","0","66","12","18"
"2019-02-01","TOYOTA","YARIS","5","1","20","66","12","18"
"2019-02-01","TOYOTA","TOYOTA AURIS","2","1","50","66","12","18"
"2019-02-01","TOYOTA","PROACE","2","1","50","66","12","18"
"2019-02-01","TOYOTA","TOYOTA AYGO","1","0","0","66","12","18"
"2019-02-01","TOYOTA","TOYOTA C-HR","1","1","100","66","12","18"
"2019-02-01","TOYOTA","COROLLA","7","1","14","66","12","18"
"2019-02-01","TOYOTA","TOYOTA LAND CRUISER 150 SERIES","1","0","0","66","12","18"
"2019-02-01","TOYOTA","TOYOTA YARIS","1","0","0","66","12","18"
"2019-02-01","TOYOTA","VERSO","1","0","0","66","12","18"
"2019-02-01","TOYOTA","AURIS","16","3","19","66","12","18"
"2019-02-01","TOYOTA","TOYOTA HILUX","1","1","100","66","12","18"
"2019-03-01","TOYOTA","LAND CRUISER","1","0","0","79","16","20"
"2019-03-01","TOYOTA","TOYOTA COROLLA","5","3","60","79","16","20"
"2019-03-01","TOYOTA","LAND CRUISER 150 SERIES","1","1","100","79","16","20"
"2019-03-01","TOYOTA","VERSO","1","0","0","79","16","20"
"2019-03-01","TOYOTA","RAV4 2.0 D-4D","1","0","0","79","16","20"
"2019-03-01","TOYOTA","C-HR","4","0","0","79","16","20"
"2019-03-01","TOYOTA","TOYOTA C-HR","1","1","100","79","16","20"
"2019-03-01","TOYOTA","HILUX","1","0","0","79","16","20"
"2019-03-01","TOYOTA","YARIS HYBRID","2","0","0","79","16","20"
"2019-03-01","TOYOTA","COROLLA VERSO","1","0","0","79","16","20"
"2019-03-01","TOYOTA","AVENSIS 1.8","1","0","0","79","16","20"
"2019-03-01","TOYOTA","TOYOTA RAV4","1","0","0","79","16","20"
"2019-03-01","TOYOTA","AVENSIS","12","2","17","79","16","20"
